choice
sys3
sys1
sys3
sys3
sys2
none
none
sys2; sys3
none
none
sys1

none
sys3
none
sys2

sys1; sys2; sys3
sys1; sys2

sys1; sys2; sys3
sys2
sys3
sys3




sys3
none
sys2
sys3

sys3
none

sys1; sys2
sys1; sys2; sys3

none
sys1; sys3






none


sys2
none
sys1; sys3
none
none



sys3
sys1; sys3
sys1

none
sys1; sys2






sys1; sys2; sys3


none



none
none
sys1; sys2; sys3
none



















sys3
sys2; sys3


none







sys3





sys2








sys3
sys3













sys2

none





sys1








none
none

none
none
sys1
none
sys1
sys1; sys3
none
sys2
none

sys3
sys1
sys3



sys2
none

none









sys1
none
sys1


none
none
none
none






























































































































































































































































































































































































































































































































































































































































































































































































































